Date,Close,High,Low,Open,Volume,Speech_Date
,^BSESN,^BSESN,^BSESN,^BSESN,^BSESN,
2023-08-07,65953.4765625,66067.8984375,65748.25,65811.3984375,7100,2023-08-10
2023-08-08,65846.5,66057.53125,65752.6328125,66048.8125,6300,2023-08-10
2023-08-09,65995.8125,66066.0078125,65444.37890625,65810.9609375,6600,2023-08-10
2023-08-10,65688.1796875,65956.25,65509.140625,65945.390625,6000,2023-08-10
2023-08-11,65322.6484375,65727.796875,65274.609375,65727.796875,7600,2023-08-10
2023-10-03,65512.1015625,65813.5,65344.58984375,65813.421875,8600,2023-10-06
2023-10-04,65226.0390625,65332.51953125,64878.76953125,65330.6484375,8600,2023-10-06
2023-10-05,65631.5703125,65753.203125,65443.33984375,65598.2578125,8000,2023-10-06
2023-10-06,65995.6328125,66095.8125,65762.328125,65867.5390625,10200,2023-10-06
2023-10-09,65512.390625,65789.9765625,65434.609375,65560.0703125,7300,2023-10-06
2023-12-05,69296.140625,69381.3125,68954.8828125,69168.53125,9600,2023-12-08
2023-12-06,69653.7265625,69744.6171875,69395.0078125,69534.9296875,10400,2023-12-08
2023-12-07,69521.6875,69695.328125,69320.53125,69694.1484375,26000,2023-12-08
2023-12-08,69825.6015625,69893.796875,69506.1171875,69666.3828125,18200,2023-12-08
2023-12-11,69928.53125,70057.828125,69782.4765625,69925.6328125,12400,2023-12-08
2024-02-05,71731.421875,72385.9296875,71602.140625,72269.1171875,19900,2024-02-08
2024-02-06,72186.09375,72261.3984375,71625.1796875,71970.8203125,10500,2024-02-08
2024-02-07,72152.0,72559.2109375,71938.21875,72548.5,12800,2024-02-08
2024-02-08,71428.4296875,72473.421875,71230.6171875,72473.421875,14500,2024-02-08
2024-02-09,71595.4921875,71676.4921875,71200.3125,71410.2890625,19000,2024-02-08
2024-04-02,73903.90625,74099.78125,73743.7734375,74022.296875,6300,2024-04-05
2024-04-03,73876.8203125,74151.2109375,73540.2734375,73757.2265625,7900,2024-04-05
2024-04-04,74227.6328125,74501.7265625,73485.1171875,74413.8203125,10700,2024-04-05
2024-04-05,74248.21875,74361.109375,73946.921875,74287.0234375,11300,2024-04-05
2024-04-08,74742.5,74869.296875,74410.0703125,74555.4375,8300,2024-04-05
2024-06-04,72079.046875,76300.4609375,70234.4296875,76285.78125,39100,2024-06-07
2024-06-05,74382.2421875,74534.8203125,71879.4375,73027.8828125,17200,2024-06-07
2024-06-06,75074.5078125,75297.7265625,74474.9375,75078.703125,13300,2024-06-07
2024-06-07,76693.359375,76795.3125,74941.8828125,75031.7890625,29000,2024-06-07
2024-06-10,76490.078125,77079.0390625,76379.7265625,76935.40625,17300,2024-06-07
2024-08-06,78593.0703125,79852.078125,78496.5703125,78981.96875,8900,2024-08-09
2024-08-07,79468.0078125,79639.203125,79106.203125,79565.3984375,8600,2024-08-09
2024-08-08,78886.21875,79626.921875,78798.9375,79420.4921875,8900,2024-08-09
2024-08-09,79705.90625,79984.2421875,79549.09375,79984.2421875,8800,2024-08-09
2024-08-12,79648.921875,80106.1796875,79226.1328125,79330.1171875,10500,2024-08-09
2024-10-01,84266.2890625,84648.3984375,84098.9375,84257.171875,6000,2024-10-04
2024-10-03,82497.1015625,83752.8125,82434.0234375,83002.09375,19700,2024-10-04
2024-10-04,81688.453125,83368.3203125,81532.6796875,82244.25,19200,2024-10-04
2024-10-07,81050.0,82137.7734375,80726.0625,81926.9921875,17700,2024-10-04
2024-12-09,81508.4609375,81783.28125,81411.546875,81602.578125,6400,2024-12-11
2024-12-10,81510.046875,81726.34375,81182.6875,81575.9609375,5600,2024-12-11
2024-12-11,81526.140625,81742.3671875,81383.421875,81568.390625,6300,2024-12-11
2024-12-12,81289.9609375,81680.96875,81211.640625,81476.7578125,7800,2024-12-11
2024-12-13,82133.1171875,82213.921875,80082.8203125,81212.453125,11300,2024-12-11
2025-04-07,73137.8984375,73403.9921875,71425.0078125,71449.9375,29400,2025-04-09
2025-04-08,74227.078125,74859.390625,73424.921875,74013.7265625,17100,2025-04-09
2025-04-09,73847.1484375,74103.828125,73673.0625,74103.828125,9100,2025-04-09
2025-04-11,75157.2578125,75467.328125,74762.84375,74835.4921875,14200,2025-04-09
